"ibge_code","detected","sup_eu","eq_br","sup_br","atrazine_category","simazine_category","atr_plus_sim_same_day_category","atr_plus_sim_same_month_category","atr_plus_sim_same_semestre_category","atr_plus_sim_same_year_category","atrazine_average_category","simazine_average_category"
"430720",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"430730",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"430740",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"430750",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"430755",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"430770",1,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"430780",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"430786",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"430790",3,1,0,0,"c5","c2","c5","c5","c5","c5","c4","c2"
"430800",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"430805",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"430810",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"430820",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"430830",13,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"430840",13,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"430845",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"430850",14,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"430860",14,1,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"430870",15,0,0,0,"c3","c2","c3","c3","c3","c3","c4","c2"
"430880",3,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"430890",13,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"430900",1,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"430905",15,0,0,0,"c3","c3","c3","c3","c3","c3","c4","c3"
"430910",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"430920",17,10,0,1,"c5","c5","c5","c5","c5","c5","c4","c5"
"430930",14,0,0,0,"c3","c2","c3","c3","c3","c3","c4","c2"
"430940",15,0,0,0,"c3","c3","c3","c3","c3","c3","c4","c3"
"430950",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"430960",13,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"430970",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"430975",7,0,0,0,"c4","c4","c5","c5","c5","c5","c4","c4"
"430980",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"430990",1,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431000",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431010",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431020",27,1,0,0,"c3","c3","c3","c3","c3","c3","c2","c3"
"431033",16,0,0,0,"c3","c3","c3","c3","c3","c3","c4","c3"
"431040",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431043",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431053",14,0,0,0,"c3","c2","c3","c3","c3","c3","c4","c2"
"431057",13,0,0,0,"c2","c3","c3","c3","c3","c3","c2","c3"
"431060",14,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431070",14,0,0,0,"c3","c2","c3","c3","c3","c3","c4","c2"
"431075",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431080",7,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431085",7,5,0,1,"c5","c2","c5","c5","c5","c5","c4","c2"
"431090",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431100",11,9,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431110",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431112",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431120",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431123",1,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431125",7,5,0,3,"c2","c2","c2","c2","c2","c2","c2","c2"
"431130",15,2,0,1,"c6","c8","c8","c8","c8","c8","c5","c8"
"431150",12,0,0,0,"c3","c2","c3","c3","c3","c3","c4","c2"
"431170",13,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431171",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431180",14,0,0,0,"c3","c2","c3","c3","c3","c3","c4","c2"
"431190",14,0,0,0,"c3","c2","c3","c3","c3","c3","c4","c2"
"431200",14,0,0,0,"c3","c3","c3","c3","c3","c3","c4","c3"
"431210",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431220",14,1,0,0,"c5","c2","c5","c5","c5","c5","c4","c2"
"431225",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431230",10,5,0,1,"c5","c2","c5","c5","c5","c5","c4","c2"
"431240",13,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431245",13,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431247",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431250",15,3,0,0,"c4","c4","c5","c5","c5","c5","c4","c4"
"431261",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431265",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431270",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431280",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431290",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431303",13,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431310",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431320",13,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431330",17,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431335",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431337",13,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431340",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"431350",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431360",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431365",13,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431370",1,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431380",15,1,0,0,"c5","c3","c5","c5","c5","c5","c4","c3"
"431390",27,0,0,0,"c3","c3","c3","c3","c3","c3","c4","c3"
"431395",14,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431400",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431405",15,1,0,0,"c3","c2","c3","c3","c3","c3","c4","c2"
"431410",16,0,0,0,"c3","c3","c3","c3","c3","c3","c4","c3"
"431417",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431420",12,10,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431430",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431440",27,2,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"431449",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431450",2,0,0,0,"c3","c2","c3","c3","c3","c3","c4","c2"
"431454",13,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431460",1,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431490",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"431500",14,13,14,0,"c7","c7","c8","c8","c8","c8","c7","c7"
"431510",14,0,0,0,"c3","c2","c3","c3","c3","c3","c4","c2"
"431530",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431540",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431550",15,0,0,0,"c3","c2","c3","c3","c3","c3","c4","c2"
"431555",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431560",27,1,1,0,"c7","c4","c67","c67","c67","c67","c5","c4"
"431570",13,0,0,0,"c3","c2","c3","c3","c3","c3","c4","c2"
"431575",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431600",12,0,0,0,"c3","c2","c3","c3","c3","c3","c2","c2"
"431610",2,1,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431620",16,0,0,0,"c3","c3","c3","c3","c3","c3","c4","c3"
"431640",13,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431650",14,0,0,0,"c3","c2","c3","c3","c3","c3","c4","c2"
"431660",3,0,0,0,"c3","c2","c3","c3","c3","c3","c4","c2"
"431680",13,0,0,0,"c3","c2","c3","c3","c3","c3","c4","c2"
"431690",3,0,0,0,"c3","c3","c3","c3","c3","c3","c4","c3"
"431695",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431697",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431710",1,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431720",13,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431730",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431740",14,0,0,0,"c3","c2","c3","c3","c3","c3","c4","c2"
"431750",15,1,0,0,"c5","c2","c5","c5","c5","c5","c4","c2"
"431790",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431795",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431800",13,0,0,0,"c3","c3","c3","c3","c3","c3","c4","c3"
"431810",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431820",13,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431830",27,24,3,1,"c8","c7","c8","c8","c8","c8","c5","c7"
"431842",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431844",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431849",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431850",10,2,0,0,"c4","c4","c5","c5","c5","c5","c4","c4"
"431860",1,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431862",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431870",27,20,0,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"431880",1,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431890",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431900",13,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431940",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431950",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431960",14,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"431970",3,1,0,0,"c5","c2","c5","c5","c5","c5","c4","c2"
"431980",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"432010",1,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"432023",14,0,0,0,"c3","c3","c3","c3","c3","c3","c4","c3"
"432040",13,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"432050",1,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"432060",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"432065",13,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"432070",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"432080",14,0,0,0,"c3","c2","c3","c3","c3","c3","c4","c2"
"432090",1,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"432100",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"432120",13,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"432135",27,26,26,1,"c7","c7","c8","c8","c8","c8","c6","c7"
"432140",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"432147",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"432150",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"432160",26,3,0,0,"c4","c4","c5","c5","c5","c5","c4","c4"
"432170",13,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"432180",27,10,0,1,"c5","c5","c5","c5","c5","c5","c4","c5"
"432190",14,1,0,0,"c5","c2","c5","c5","c5","c5","c4","c2"
"432195",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"432200",14,0,0,0,"c3","c2","c3","c3","c3","c3","c4","c2"
"432210",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"432230",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"432237",15,0,0,0,"c3","c2","c3","c3","c3","c3","c4","c2"
"432240",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"432250",15,1,0,0,"c5","c3","c5","c5","c5","c5","c4","c3"
"432253",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"432260",21,1,0,1,"c8","c2","c8","c8","c8","c8","c5","c2"
"432270",27,0,0,0,"c3","c4","c4","c4","c4","c4","c5","c4"
"432280",18,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"432300",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"432310",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"432320",9,2,0,0,"c2","c4","c4","c4","c4","c4","c2","c4"
"432345",1,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"432360",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"432370",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"500020",27,26,1,4,"c6","c6","c8","c8","c8","c8","c6","c6"
"500025",27,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"500060",27,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"500070",27,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"500080",27,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"500085",27,1,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"500090",27,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"500100",27,25,0,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"500110",27,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"500124",27,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"500190",27,26,4,2,"c6","c6","c8","c8","c8","c8","c6","c6"
"500200",27,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"500215",27,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"500220",26,21,3,0,"c6","c6","c8","c8","c8","c8","c6","c6"
"500230",27,26,3,4,"c6","c6","c8","c8","c8","c8","c6","c6"
"500240",27,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"500260",27,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"500270",27,7,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"500280",27,24,3,0,"c6","c6","c8","c8","c8","c8","c6","c6"
"500295",27,26,2,2,"c7","c5","c8","c8","c8","c8","c6","c5"
"500315",27,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"500325",27,9,0,0,"c6","c4","c67","c67","c67","c67","c5","c4"
"500330",27,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"500345",27,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"500348",27,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"500350",27,17,1,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"500370",27,26,6,0,"c6","c6","c8","c8","c8","c8","c5","c6"
"500375",27,1,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"500380",27,26,3,1,"c5","c5","c67","c67","c67","c67","c5","c5"
"500390",27,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"500410",27,21,2,0,"c5","c4","c67","c67","c67","c67","c5","c4"
"500430",27,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"500440",27,26,1,1,"c5","c5","c67","c67","c67","c67","c5","c5"
"500450",27,26,6,0,"c6","c6","c8","c8","c8","c8","c5","c6"
"500460",27,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"500470",27,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"500480",27,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"500510",27,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"500515",27,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"500525",27,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"500540",27,26,3,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"500568",27,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"500570",27,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"500580",27,23,3,0,"c6","c6","c8","c8","c8","c8","c6","c6"
"500600",27,26,3,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"500620",27,2,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"500625",27,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"500630",27,26,2,2,"c5","c8","c8","c8","c8","c8","c5","c8"
"500635",27,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"500640",27,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"500660",27,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"500690",27,23,3,1,"c6","c6","c8","c8","c8","c8","c6","c6"
"500710",27,26,4,2,"c6","c6","c8","c8","c8","c8","c6","c6"
"500720",27,26,6,0,"c6","c6","c8","c8","c8","c8","c5","c6"
"500730",27,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"500740",27,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"500755",27,26,4,2,"c6","c6","c8","c8","c8","c8","c6","c6"
"500769",27,1,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"500770",27,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"500780",27,27,1,2,"c5","c5","c67","c67","c67","c67","c5","c5"
"500790",27,25,4,1,"c6","c6","c8","c8","c8","c8","c6","c6"
"500793",27,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"500795",27,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"500797",27,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"500800",23,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"500830",27,27,4,4,"c6","c6","c8","c8","c8","c8","c6","c6"
"500840",27,26,2,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"510040",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"510180",27,19,0,0,"c5","c4","c5","c5","c5","c5","c5","c4"
"510250",27,22,1,2,"c5","c4","c5","c5","c5","c5","c5","c4"
"510267",27,19,0,0,"c5","c4","c5","c5","c5","c5","c5","c4"
"510270",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"510305",27,19,0,0,"c5","c4","c5","c5","c5","c5","c5","c4"
"510320",27,21,17,0,"c7","c7","c8","c8","c8","c8","c7","c7"
"510335",27,19,0,0,"c5","c4","c5","c5","c5","c5","c5","c4"
"510336",16,5,0,1,"c4","c4","c5","c5","c5","c5","c4","c4"
"510340",27,14,0,1,"c4","c4","c4","c4","c4","c4","c4","c4"
"510410",27,24,0,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"510510",27,21,17,0,"c7","c7","c8","c8","c8","c8","c7","c7"
"510523",24,6,0,0,"c4","c4","c5","c5","c5","c5","c4","c4"
"510525",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"510558",27,20,0,1,"c5","c4","c5","c5","c5","c5","c5","c4"
"510560",27,20,0,0,"c5","c5","c5","c5","c5","c5","c5","c5"
"510618",27,19,0,0,"c4","c4","c5","c5","c5","c5","c4","c4"
"510619",12,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"510621",27,21,17,0,"c7","c7","c8","c8","c8","c8","c7","c7"
"510622",27,3,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"510642",27,19,0,0,"c5","c4","c5","c5","c5","c5","c5","c4"
"510682",27,23,17,0,"c7","c7","c8","c8","c8","c8","c5","c7"
"510704",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"510706",27,19,0,0,"c5","c4","c5","c5","c5","c5","c5","c4"
"510719",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"510724",27,19,0,0,"c5","c4","c5","c5","c5","c5","c5","c4"
"510730",27,24,17,0,"c7","c7","c8","c8","c8","c8","c5","c7"
"510760",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"510787",27,23,1,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"510790",27,19,0,0,"c5","c4","c5","c5","c5","c5","c5","c4"
"510792",27,21,1,1,"c5","c4","c5","c5","c5","c5","c5","c4"
"510794",27,21,17,0,"c7","c7","c8","c8","c8","c8","c7","c7"
"510795",27,24,1,1,"c5","c5","c67","c67","c67","c67","c5","c5"
"520005",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"520013",3,2,0,0,"c5","c2","c5","c5","c5","c5","c4","c2"
"520015",16,2,0,2,"c8","c3","c8","c8","c8","c8","c5","c3"
"520020",3,3,0,0,"c5","c2","c5","c5","c5","c5","c4","c2"
"520025",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"520030",2,2,0,0,"c5","c2","c5","c5","c5","c5","c4","c2"
"520050",3,2,0,0,"c5","c2","c5","c5","c5","c5","c4","c2"
"520055",16,0,0,0,"c4","c3","c4","c4","c4","c4","c5","c3"
"520060",17,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"520080",14,2,0,0,"c5","c3","c5","c5","c5","c5","c5","c3"
"520082",1,0,0,0,"c4","c2","c4","c4","c4","c4","c4","c2"
"520085",7,3,0,0,"c5","c2","c5","c5","c5","c5","c4","c2"
"520090",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"520110",16,3,0,0,"c5","c3","c5","c5","c5","c5","c4","c3"
"520120",3,3,0,0,"c5","c2","c5","c5","c5","c5","c5","c2"
"520130",16,14,0,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"520140",2,2,0,0,"c6","c2","c67","c67","c67","c67","c5","c2"
"520145",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"520150",2,1,0,0,"c5","c2","c5","c5","c5","c5","c5","c2"
"520160",1,1,0,0,"c5","c2","c5","c5","c5","c5","c5","c2"
"520170",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"520180",1,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"520215",16,1,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"520235",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"520250",16,2,0,0,"c3","c3","c3","c3","c3","c3","c4","c3"
"520260",16,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"520280",2,2,0,0,"c5","c2","c5","c5","c5","c5","c4","c2"
"520320",16,2,0,0,"c5","c3","c5","c5","c5","c5","c4","c3"
"520330",13,2,0,0,"c5","c3","c5","c5","c5","c5","c4","c3"
"520350",3,3,0,0,"c6","c2","c67","c67","c67","c67","c5","c2"
"520355",13,2,0,0,"c5","c3","c5","c5","c5","c5","c5","c3"
"520357",16,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"520360",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"520380",2,1,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"520390",27,7,0,0,"c5","c4","c5","c5","c5","c5","c4","c4"
"520400",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"520410",25,1,0,0,"c3","c3","c3","c3","c3","c3","c4","c3"
"520425",15,1,0,0,"c5","c3","c5","c5","c5","c5","c5","c3"
"520430",15,2,0,0,"c5","c3","c5","c5","c5","c5","c4","c3"
"520440",15,3,0,0,"c5","c3","c5","c5","c5","c5","c5","c3"
"520455",4,3,0,0,"c5","c2","c5","c5","c5","c5","c4","c2"
"520460",12,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"520470",1,0,0,0,"c4","c2","c4","c4","c4","c4","c4","c2"
"520485",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"520490",1,0,0,0,"c4","c2","c4","c4","c4","c4","c4","c2"
"520495",1,1,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"520500",1,1,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"520505",16,14,0,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"520520",3,1,0,0,"c4","c2","c4","c4","c4","c4","c4","c2"
"520530",1,1,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"520540",1,1,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"520545",16,15,0,1,"c5","c5","c67","c67","c67","c67","c5","c5"
"520547",27,25,2,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"520549",2,2,0,0,"c5","c2","c5","c5","c5","c5","c4","c2"
"520551",1,1,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"520570",16,1,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"520590",16,2,0,0,"c5","c3","c5","c5","c5","c5","c5","c3"
"520620",2,2,0,0,"c5","c2","c5","c5","c5","c5","c4","c2"
"520630",1,1,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"520640",3,3,0,0,"c5","c2","c5","c5","c5","c5","c4","c2"
"520670",13,0,0,0,"c2","c3","c3","c3","c3","c3","c2","c3"
"520710",1,1,0,0,"c5","c2","c5","c5","c5","c5","c4","c2"
"520725",9,1,0,0,"c3","c2","c3","c3","c3","c3","c4","c2"
"520735",1,1,0,0,"c5","c2","c5","c5","c5","c5","c4","c2"
"520740",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"520760",2,2,0,0,"c5","c2","c5","c5","c5","c5","c5","c2"
"520780",3,2,0,0,"c5","c2","c5","c5","c5","c5","c4","c2"
"520800",3,1,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"520810",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"520815",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"520830",9,1,0,0,"c3","c2","c3","c3","c3","c3","c4","c2"
"520840",1,0,0,0,"c4","c2","c4","c4","c4","c4","c4","c2"
"520860",2,2,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"520870",20,4,0,0,"c5","c3","c5","c5","c5","c5","c4","c3"
"520890",2,1,0,0,"c4","c2","c4","c4","c4","c4","c4","c2"
"520910",16,3,0,0,"c5","c3","c5","c5","c5","c5","c4","c3"
"520915",5,3,0,0,"c5","c3","c5","c5","c5","c5","c4","c3"
"520920",1,1,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"520929",1,1,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"520940",4,2,0,0,"c5","c2","c5","c5","c5","c5","c4","c2"
"520960",16,1,0,0,"c5","c3","c5","c5","c5","c5","c5","c3"
"520970",4,4,0,0,"c5","c2","c5","c5","c5","c5","c4","c2"
"520993",16,2,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"520995",2,1,0,0,"c4","c2","c4","c4","c4","c4","c4","c2"
"521000",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
