"ibge_code","detected","sup_eu","eq_br","sup_br","atrazine_category","simazine_category","atr_plus_sim_same_day_category","atr_plus_sim_same_month_category","atr_plus_sim_same_semestre_category","atr_plus_sim_same_year_category","atrazine_average_category","simazine_average_category"
"110012",17,1,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"130260",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"150277",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"170025",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"170030",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"170035",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"170040",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"170070",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"170110",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"170130",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"170190",27,1,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"170200",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"170210",27,1,0,1,"c4","c4","c4","c4","c4","c4","c4","c4"
"170215",27,4,1,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"170230",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"170240",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"170255",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"170270",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"170300",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"170305",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"170307",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"170310",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"170320",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"170360",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"170370",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"170380",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"170384",27,1,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"170386",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"170388",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"170389",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"170390",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"170410",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"170510",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"170550",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"170555",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"170560",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"170600",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"170610",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"170625",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"170700",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"170710",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"170720",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"170730",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"170740",27,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"170755",27,1,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"170765",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"170770",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"170820",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"170825",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"170830",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"170900",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"170930",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"170950",27,3,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"170980",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"171090",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"171110",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"171150",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"171180",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"171190",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"171195",27,1,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"171200",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"171240",27,1,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"171245",27,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"171250",27,1,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"171270",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"171320",27,11,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"171330",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"171360",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"171370",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"171380",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"171395",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"171420",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"171430",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"171488",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"171500",27,1,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"171510",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"171515",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"171525",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"171550",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"171570",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"171575",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"171610",27,11,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"171620",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"171630",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"171660",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"171665",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"171670",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"171700",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"171720",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"171750",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"171780",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"171790",27,5,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"171800",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"171820",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"171830",27,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"171840",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"171845",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"171850",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"171855",27,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"171865",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"171870",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"171875",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"171884",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"171888",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"171889",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"171890",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"171900",27,1,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"172000",27,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"172015",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"172020",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"172025",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"172030",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"172049",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"172065",27,1,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"172085",27,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"172090",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"172093",27,11,1,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"172100",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"172110",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"172120",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"172125",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"172130",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"172208",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"172210",27,21,1,0,"c5","c5","c67","c67","c67","c67","c4","c5"
"210820",22,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"230410",27,1,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"230440",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"230770",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"231180",27,1,0,1,"c4","c4","c4","c4","c4","c4","c4","c4"
"231290",27,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"231340",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"270820",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"280067",27,22,1,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"280290",27,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"280320",27,2,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"280330",27,22,1,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"280350",27,24,4,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"280430",27,22,1,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"280440",27,22,1,1,"c5","c5","c67","c67","c67","c67","c5","c5"
"280490",27,25,0,2,"c5","c5","c67","c67","c67","c67","c5","c5"
"280550",27,23,4,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"280570",27,22,1,1,"c5","c5","c67","c67","c67","c67","c5","c5"
"280600",27,22,1,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"280610",27,22,1,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"280620",27,23,1,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"280650",27,22,1,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"280660",27,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"280720",26,21,1,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"290020",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290040",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290060",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290080",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290090",15,15,2,4,"c5","c5","c67","c67","c67","c67","c5","c5"
"290100",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290110",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290120",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290130",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290140",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290160",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290180",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290195",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290200",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290210",13,13,1,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290220",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290225",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290230",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290240",14,14,3,1,"c5","c5","c67","c67","c67","c67","c5","c5"
"290250",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290265",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290290",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290310",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290320",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290340",14,14,3,1,"c5","c5","c67","c67","c67","c67","c5","c5"
"290360",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290370",14,14,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290380",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290400",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290405",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290430",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290450",14,14,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290460",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290480",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290485",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290490",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290500",15,15,1,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290515",14,14,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290520",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290540",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290560",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290570",27,25,1,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290580",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290600",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290630",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290650",16,16,1,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290670",14,14,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290685",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290687",14,14,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290689",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290690",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290700",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290770",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290780",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290790",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290800",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290820",14,14,3,1,"c5","c5","c67","c67","c67","c67","c5","c5"
"290860",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290870",15,15,1,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290880",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290940",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290950",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"290960",14,14,3,1,"c5","c5","c67","c67","c67","c67","c5","c5"
"290970",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291000",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291005",17,17,1,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291030",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291040",14,14,3,1,"c5","c5","c67","c67","c67","c67","c5","c5"
"291050",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291060",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291070",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291072",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291075",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291080",14,14,1,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291100",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291110",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291120",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291125",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291130",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291140",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291150",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291165",15,15,1,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291180",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291190",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291220",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291230",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291240",14,14,3,1,"c5","c5","c67","c67","c67","c67","c5","c5"
"291270",14,14,3,1,"c5","c5","c67","c67","c67","c67","c5","c5"
"291280",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291290",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291300",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291310",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291320",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291345",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291350",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291360",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291370",14,14,3,1,"c5","c5","c67","c67","c67","c67","c5","c5"
"291390",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291400",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291410",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291430",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291440",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291450",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291465",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291470",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291490",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291500",15,15,1,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291510",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291520",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291530",14,14,3,1,"c5","c5","c67","c67","c67","c67","c5","c5"
"291535",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291540",14,14,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291560",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291570",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291580",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291590",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291600",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291610",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291620",15,15,2,4,"c5","c5","c67","c67","c67","c67","c5","c5"
"291630",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291640",27,6,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"291650",14,14,3,1,"c5","c5","c67","c67","c67","c67","c5","c5"
"291660",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291680",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291700",14,14,3,1,"c5","c5","c67","c67","c67","c67","c5","c5"
"291720",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291730",14,14,3,1,"c5","c5","c67","c67","c67","c67","c5","c5"
"291740",15,15,1,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291750",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291760",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291770",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291780",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291790",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291810",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291820",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291830",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291845",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291860",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291870",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291875",15,15,1,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291880",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291890",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291900",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291905",15,15,1,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291910",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291930",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291940",15,15,1,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291950",14,14,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291955",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291970",25,9,1,0,"c5","c4","c67","c67","c67","c67","c5","c4"
"291980",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"291995",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292000",14,14,2,2,"c5","c5","c67","c67","c67","c67","c5","c5"
"292010",5,5,0,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"292020",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292030",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292040",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292045",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292050",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292060",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292070",14,14,3,1,"c5","c5","c67","c67","c67","c67","c5","c5"
"292080",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292090",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292100",16,16,1,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292110",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292140",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292145",14,14,3,2,"c5","c5","c67","c67","c67","c67","c5","c5"
"292160",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292170",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292190",27,11,1,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"292200",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292205",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292220",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292225",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292230",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292250",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292260",14,14,3,1,"c5","c5","c67","c67","c67","c67","c5","c5"
"292270",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292273",16,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"292275",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292285",15,15,1,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292290",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292300",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292305",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292310",14,14,3,1,"c5","c5","c67","c67","c67","c67","c5","c5"
"292330",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292335",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292350",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292360",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292390",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292400",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292405",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292410",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292420",15,15,1,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292467",14,14,3,1,"c5","c5","c67","c67","c67","c67","c5","c5"
"292470",14,14,3,1,"c5","c5","c67","c67","c67","c67","c5","c5"
"292480",14,14,3,1,"c5","c5","c67","c67","c67","c67","c5","c5"
"292490",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292500",14,14,3,1,"c5","c5","c67","c67","c67","c67","c5","c5"
"292510",14,14,3,1,"c5","c5","c67","c67","c67","c67","c5","c5"
"292520",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292525",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292530",15,15,2,4,"c5","c5","c67","c67","c67","c67","c5","c5"
"292540",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292550",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292570",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292575",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292580",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292590",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292595",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292620",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292630",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292650",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292660",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292670",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292680",15,15,1,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292690",14,14,3,1,"c5","c5","c67","c67","c67","c67","c5","c5"
